2557.81300,2624.80700
2557.70900,2625.05200
2557.89700,2625.24500
2557.98600,2625.34100
2558.07000,2625.43700
2558.14900,2625.53200
2558.22500,2625.62900
2558.29600,2625.72500
2558.36100,2625.81800
2558.42800,2625.91800
2558.48600,2626.01000
2558.54500,2626.10900
2558.59900,2626.20500
2558.65000,2626.30100
2558.69600,2626.39300
2558.74100,2626.48900
2558.78600,2626.58900
2558.82500,2626.68100
2558.86300,2626.77700
2558.90000,2626.87700
2558.93200,2626.96900
2558.96400,2627.06900
2558.96500,2627.06900
2558.99300,2627.16200
2559.02000,2627.25900
2559.04600,2627.35500
2559.07000,2627.45200
2559.09300,2627.55200
2559.11300,2627.64600
2559.13200,2627.74200
2559.14900,2627.83900
2559.16500,2627.93600
2559.17900,2628.03600
2559.19200,2628.13300
2559.20300,2628.22700
2559.20300,2628.22700
2559.21300,2628.32800
2559.22200,2628.42200
2559.22900,2628.52200
2559.22900,2628.52200
2559.23500,2628.61700
2559.23900,2628.71400
2559.24300,2628.81100
2559.24500,2628.91100
2559.24500,2629.00700
2559.24500,2634.03300
2559.50200,2635.02600
2558.86000,2634.78300
2499.87300,2634.78300
2499.87300,2699.18300
2492.28000,2699.18300
2492.17700,2699.18100
2492.07400,2699.17300
2491.97600,2699.16100
2491.87300,2699.14200
2491.77600,2699.12000
2491.67800,2699.09200
2491.58100,2699.05800
2491.48800,2699.02100
2491.39600,2698.97900
2491.30500,2698.93100
2491.21800,2698.88000
2491.13200,2698.82400
2491.05000,2698.76400
2490.97400,2698.70100
2490.89600,2698.63100
2490.82600,2698.56000
2490.75600,2698.48300
2490.69300,2698.40600
2490.63300,2698.32500
2490.57700,2698.23800
2490.52500,2698.15100
2490.47800,2698.06100
2490.43600,2697.96900
2490.39800,2697.87600
2490.36500,2697.77800
2490.33700,2697.68000
2490.31400,2697.58300
2490.29600,2697.48100
2490.28300,2697.38300
2490.27600,2697.28000
2490.27300,2697.17800
2490.27300,2642.68300
2484.67300,2642.68300
2484.67300,2637.33400
2484.29900,2635.88300
2484.67300,2634.43300
2484.67300,2629.40900
2484.67400,2629.31100
2484.67600,2629.21400
2484.67900,2629.11700
2484.68400,2629.01700
2484.68900,2628.92200
2484.68900,2628.92200
2484.69700,2628.82200
2484.70500,2628.72700
2484.71500,2628.62700
2484.71500,2628.62700
2484.72600,2628.53300
2484.73900,2628.43600
2484.75400,2628.33600
2484.76900,2628.24200
2484.78600,2628.14600
2484.80500,2628.04800
2484.82600,2627.95200
2484.84800,2627.85500
2484.87200,2627.75500
2484.89800,2627.65900
2484.92400,2627.56600
2484.95400,2627.46900
2484.95400,2627.46900
2484.98700,2627.36900
2485.01900,2627.27700
2485.05600,2627.17700
2485.09400,2627.08100
2485.13300,2626.98900
2485.17700,2626.88900
2485.22300,2626.79300
2485.26900,2626.70100
2485.31900,2626.60500
2485.37300,2626.51000
2485.43300,2626.40900
2485.49000,2626.31800
2485.55700,2626.21800
2485.62300,2626.12500
2485.69400,2626.02900
2485.77000,2625.93200
2485.84900,2625.83700
2485.93300,2625.74100
2486.02100,2625.64500
2486.20900,2625.45200
2486.10600,2625.20700
2485.97300,2625.20700
2485.97300,2625.40700
2485.97300,2625.40700
2485.87600,2625.50700
2485.78400,2625.60700
2485.69600,2625.70700
2485.61400,2625.80700
2485.53500,2625.90700
2485.46100,2626.00700
2485.39100,2626.10700
2485.32400,2626.20700
2485.26100,2626.30700
2485.20100,2626.40700
2485.14500,2626.50700
2485.09200,2626.60700
2485.04200,2626.70700
2484.99500,2626.80700
2484.95000,2626.90700
2484.90800,2627.00700
2484.86800,2627.10700
2484.83100,2627.20700
2484.79600,2627.30700
2484.76400,2627.40700
2484.73300,2627.50700
2484.70500,2627.60700
2484.67800,2627.70700
2484.65300,2627.80700
2484.63100,2627.90700
2484.60900,2628.00700
2484.59000,2628.10700
2484.57200,2628.20700
2484.55600,2628.30700
2484.54100,2628.40700
2484.52800,2628.50700
2484.51600,2628.60700
2484.50600,2628.70700
2484.49700,2628.80700
2484.49000,2628.90700
2484.48400,2629.00700
2484.47900,2629.10700
2484.47600,2629.20700
2484.47400,2629.30700
2484.47300,2629.40700
2484.47300,2634.40700
2484.09500,2635.87100
2484.09500,2635.89600
2484.47300,2637.36000
2484.47300,2689.41000
2484.47400,2689.48500
2484.47500,2689.63500
2484.47600,2689.71000
2484.47700,2689.78500
2484.47900,2689.86000
2484.48000,2689.93500
2484.48200,2690.01000
2484.48500,2690.08500
2484.48800,2690.16000
2484.49200,2690.23500
2484.49600,2690.31000
2484.50200,2690.38400
2484.50900,2690.45900
2484.51700,2690.53300
2484.52700,2690.60700
2484.54000,2690.67900
2484.55700,2690.74900
2484.58100,2690.81300
2484.61800,2690.86200
2484.67300,2690.88300
2484.72900,2690.86200
2484.76600,2690.81300
2484.78900,2690.74900
2484.80600,2690.67900
2484.81900,2690.60700
2484.83000,2690.53300
2484.83800,2690.45900
2484.84500,2690.38400
2484.85000,2690.31000
2484.85500,2690.23500
2484.85900,2690.16000
2484.86200,2690.08500
2484.86400,2690.01000
2484.86600,2689.93500
2484.86800,2689.86000
2484.86900,2689.78500
2484.87000,2689.71000
2484.87100,2689.63500
2484.87300,2689.48500
2484.87300,2689.41000
2484.87300,2642.88300
2487.27300,2642.88300
2487.27300,2689.41000
2487.27400,2689.48500
2487.27500,2689.63500
2487.27600,2689.71000
2487.27700,2689.78500
2487.27900,2689.86000
2487.28000,2689.93500
2487.28200,2690.01000
2487.28500,2690.08500
2487.28800,2690.16000
2487.29200,2690.23500
2487.29600,2690.31000
2487.30200,2690.38400
2487.30900,2690.45900
2487.31700,2690.53300
2487.32700,2690.60700
2487.34000,2690.67900
2487.35700,2690.74900
2487.38100,2690.81300
2487.41800,2690.86200
2487.47300,2690.88300
2487.52900,2690.86200
2487.56600,2690.81300
2487.58900,2690.74900
2487.60600,2690.67900
2487.61900,2690.60700
2487.63000,2690.53300
2487.63800,2690.45900
2487.64500,2690.38400
2487.65000,2690.31000
2487.65500,2690.23500
2487.65900,2690.16000
2487.66200,2690.08500
2487.66400,2690.01000
2487.66600,2689.93500
2487.66800,2689.86000
2487.66900,2689.78500
2487.67000,2689.71000
2487.67100,2689.63500
2487.67300,2689.48500
2487.67300,2689.41000
2487.67300,2642.88300
2490.07300,2642.88300
2490.07300,2697.17800
2490.07600,2697.29000
2490.08400,2697.40100
2490.09800,2697.51200
2490.11800,2697.62200
2490.14300,2697.73100
2490.17400,2697.83800
2490.21000,2697.94400
2490.25200,2698.04800
2490.29800,2698.14900
2490.35000,2698.24800
2490.40700,2698.34400
2490.46800,2698.43800
2490.53400,2698.52800
2490.60500,2698.61400
2490.68000,2698.69700
2490.75900,2698.77600
2490.84200,2698.85100
2490.92800,2698.92200
2491.01800,2698.98800
2491.11200,2699.04900
2491.20800,2699.10600
2491.30700,2699.15800
2491.40800,2699.20400
2491.51200,2699.24600
2491.61800,2699.28200
2491.72500,2699.31300
2491.83400,2699.33800
2491.94400,2699.35800
2492.05500,2699.37200
2492.16600,2699.38000
2492.27800,2699.38300
2538.35000,2699.38300
2538.42500,2699.38300
2538.57500,2699.38100
2538.65000,2699.38000
2538.72500,2699.37900
2538.80000,2699.37800
2538.87500,2699.37600
2538.95000,2699.37400
2539.02500,2699.37200
2539.10000,2699.36900
2539.17500,2699.36500
2539.24900,2699.36000
2539.32400,2699.35500
2539.39900,2699.34800
2539.47300,2699.34000
2539.54700,2699.32900
2539.61900,2699.31600
2539.68900,2699.30000
2539.75300,2699.27600
2539.80200,2699.23900
2539.82300,2699.18300
2539.80200,2699.12800
2539.75300,2699.09100
2539.68900,2699.06700
2539.61900,2699.05000
2539.54700,2699.03700
2539.47300,2699.02700
2539.39900,2699.01900
2539.32400,2699.01200
2539.24900,2699.00600
2539.17500,2699.00200
2539.10000,2698.99800
2539.02500,2698.99500
2538.95000,2698.99200
2538.87500,2698.99000
2538.80000,2698.98900
2538.72500,2698.98700
2538.65000,2698.98600
2538.57500,2698.98500
2538.42500,2698.98400
2538.35000,2698.98300
2500.07300,2698.98300
2500.07300,2696.58300
2538.35000,2696.58300
2538.42500,2696.58300
2538.57500,2696.58200
2538.65000,2696.58000
2538.72500,2696.57900
2538.80000,2696.57800
2538.87500,2696.57600
2538.95000,2696.57400
2539.02500,2696.57200
2539.10000,2696.56900
2539.17500,2696.56500
2539.24900,2696.56000
2539.32400,2696.55500
2539.39900,2696.54800
2539.47300,2696.54000
2539.54700,2696.52900
2539.61900,2696.51600
2539.68900,2696.49900
2539.75300,2696.47600
2539.80200,2696.43900
2539.82300,2696.38300
2539.80200,2696.32800
2539.75300,2696.29100
2539.68900,2696.26700
2539.61900,2696.25000
2539.54700,2696.23700
2539.47300,2696.22700
2539.39900,2696.21900
2539.32400,2696.21200
2539.24900,2696.20600
2539.17500,2696.20200
2539.10000,2696.19800
